area,budget,climate,priority,design_id,actual_cost,energy_efficiency,water_efficiency,materials_efficiency,carbon_level,payback_period_years,embodied_carbon
507,64,cold,water,2,169590,68,100,63,Low,177,636
1356,20,moderate,water,0,123693,61,84,48,Medium,78,481
358,22,cold,materials,0,35000,57,55,59,Medium,132,594
1481,53,moderate,water,2,385367,69,100,70,Low,134,701
1018,59,hot,energy,0,229342,81,62,58,Medium,71,584
441,56,cold,materials,2,126395,68,76,76,Medium,156,763
737,40,moderate,materials,2,140657,72,84,77,Low,84,770
522,65,moderate,water,0,130351,83,100,66,Low,74,667
1301,65,cold,materials,2,444890,63,84,89,Low,255,895
563,73,hot,materials,2,185721,74,74,86,Low,133,864
519,64,hot,materials,0,137267,74,68,80,Medium,108,807
519,63,moderate,water,1,137425,75,100,76,Low,102,766
1996,24,hot,energy,2,244716,54,63,51,Medium,305,513
1324,77,cold,energy,0,405842,79,81,76,Low,104,760
734,27,hot,materials,0,96343,59,53,64,Medium,134,644
709,37,cold,energy,0,121129,72,64,50,Medium,75,506
1208,26,moderate,water,0,144903,67,85,55,Medium,68,555
672,45,cold,water,0,123706,64,81,56,Medium,128,561
1237,36,hot,energy,1,212393,70,59,71,Medium,81,710
1150,64,hot,energy,2,309771,83,74,74,Low,79,741
555,88,hot,materials,1,192894,80,78,100,Low,114,1000
1447,72,hot,materials,2,510376,74,78,93,Low,143,934
934,20,hot,materials,1,93186,56,44,78,Medium,152,783
838,22,hot,materials,2,95188,58,56,64,Medium,140,643
3259,65,hot,water,0,746728,59,76,71,Medium,249,711
1271,51,moderate,materials,1,259392,68,81,90,Low,108,906
1336,64,moderate,materials,1,323736,68,86,93,Low,132,935
2176,38,cold,materials,2,481782,43,78,73,Medium,999,739
1658,75,cold,materials,0,440204,73,72,89,Low,112,892
2415,52,hot,energy,2,648785,59,75,64,Medium,287,647
1409,67,hot,energy,2,450627,77,71,76,Low,118,762
1214,75,moderate,materials,0,340275,86,83,89,Low,77,892
946,97,cold,energy,0,354615,98,77,79,Low,76,797
900,60,hot,materials,0,187938,73,57,81,Medium,87,811
681,76,cold,materials,0,200651,80,73,80,Low,97,809
3407,80,hot,materials,2,1144138,55,80,96,Low,602,968
394,70,cold,water,2,135811,70,100,69,Low,167,698
736,39,moderate,water,2,141591,66,100,61,Low,113,613
1235,30,hot,materials,2,196215,56,66,73,Medium,237,736
361,65,moderate,energy,2,93752,90,88,67,Low,63,674
877,64,moderate,water,2,234977,75,100,65,Low,105,652
1232,52,cold,materials,0,290181,63,65,77,Medium,175,773
779,33,cold,energy,1,129268,65,59,66,Medium,106,665
1025,81,hot,water,1,300520,77,85,87,Low,106,874
436,57,hot,materials,1,102453,66,63,88,Medium,141,882
866,35,cold,energy,0,142625,69,58,53,Medium,86,533
949,89,moderate,energy,0,268286,100,92,85,Low,56,855
1311,58,moderate,energy,1,320275,82,82,82,Low,74,822
1287,73,moderate,materials,1,390433,79,86,100,Low,104,1000
1872,53,moderate,energy,2,468789,75,94,68,Low,97,681
4376,55,cold,energy,1,1131351,35,68,83,Medium,999,831
461,22,moderate,materials,0,45086,67,64,56,Medium,55,566
1391,59,hot,water,2,380735,66,86,64,Medium,163,648
1018,91,hot,energy,0,298284,96,70,78,Low,62,781
1993,62,moderate,water,0,463286,70,98,64,Low,111,644
895,27,hot,materials,0,114097,61,50,68,Medium,109,681
739,71,cold,materials,2,233648,65,87,85,Low,210,850
422,86,hot,materials,2,146320,85,80,97,Low,98,970
348,29,cold,energy,0,43425,68,59,47,Medium,66,475
1102,53,hot,energy,2,253549,78,72,72,Medium,80,728
1036,64,moderate,energy,2,301184,88,95,71,Low,75,716
1193,80,hot,water,2,427789,82,91,77,Low,110,777
1194,47,hot,materials,0,249226,67,59,77,Medium,121,778
402,32,cold,water,2,73636,58,83,49,Medium,207,499
1006,25,cold,materials,1,144846,53,60,78,Medium,452,786
1685,78,cold,materials,2,665379,65,93,96,Low,250,963
1301,48,cold,materials,1,288424,59,67,92,Medium,226,923
472,61,moderate,materials,2,120610,73,88,86,Low,110,862
1027,48,hot,materials,1,221478,63,58,84,Medium,159,842
401,59,hot,water,2,118906,74,93,65,Low,118,656
473,73,moderate,energy,0,112436,96,86,69,Low,51,696
300,41,moderate,energy,2,60732,76,87,57,Medium,75,574
1376,75,hot,energy,2,478286,81,76,75,Low,112,755
1299,40,moderate,energy,2,262321,74,78,59,Medium,83,596
2291,37,moderate,materials,2,412432,54,86,76,Medium,410,766
1361,40,hot,water,1,266538,59,68,67,Medium,195,678
771,38,moderate,energy,2,128237,78,86,58,Medium,57,587
2153,71,cold,water,0,635024,60,87,78,Low,285,782
1823,53,cold,water,2,443325,56,99,69,Low,352,699
1608,85,hot,water,0,473587,78,87,75,Low,103,752
2309,78,cold,materials,2,877590,60,88,94,Low,359,941
838,39,cold,energy,1,145606,62,64,67,Medium,136,671
1674,85,hot,water,2,640611,75,100,79,Low,152,795
1310,54,hot,water,2,304437,65,83,68,Medium,153,680
2497,80,cold,energy,1,893655,69,82,91,Low,187,911
2002,66,cold,water,0,532503,62,87,70,Medium,207,709
421,65,cold,water,1,114706,68,90,78,Low,145,780
919,74,moderate,materials,1,272520,86,96,100,Low,81,1000
1363,56,moderate,water,2,375168,71,100,69,Low,128,695
1242,22,cold,water,0,128587,58,71,51,Medium,122,517
856,54,hot,energy,2,210843,79,73,63,Medium,84,639
993,90,hot,energy,2,361196,90,79,80,Low,89,806
1228,59,cold,materials,1,329421,61,72,88,Medium,242,880
1459,33,hot,energy,1,229427,59,60,73,Medium,159,733
922,27,cold,materials,1,124860,51,60,81,Medium,1056,815
1445,90,hot,energy,0,448125,95,75,73,Low,68,732
1013,20,cold,energy,0,104048,66,52,47,Medium,64,470
554,40,cold,materials,2,119910,60,77,77,Medium,197,779
1477,54,cold,materials,2,394748,61,80,78,Medium,228,787
442,55,cold,materials,2,124614,67,79,77,Medium,164,773
1701,61,cold,materials,2,490457,61,82,88,Low,254,883
800,89,moderate,energy,2,264447,99,100,79,Low,66,798
812,40,moderate,materials,1,136823,66,73,87,Low,104,877
1129,89,hot,materials,0,328610,88,73,93,Low,76,934
640,73,hot,energy,1,191363,82,69,80,Low,92,809
1097,71,moderate,water,1,310016,75,100,83,Low,111,831
522,47,cold,water,2,133078,66,99,56,Medium,155,563
604,31,cold,water,2,96116,54,89,55,Medium,318,551
374,30,hot,water,2,58265,63,73,53,Medium,116,532
1434,35,cold,energy,1,251694,56,67,74,Medium,256,747
1901,50,moderate,energy,2,419386,75,85,68,Low,87,682
398,40,hot,water,1,72078,63,78,66,Medium,133,665
422,59,cold,water,1,112909,60,86,71,Medium,256,715
343,34,moderate,water,1,53155,66,86,62,Medium,94,620
1664,30,hot,materials,1,220426,51,48,85,Medium,1249,855
4519,49,cold,energy,1,1014183,33,66,81,Medium,999,817
1251,28,moderate,materials,1,159605,63,67,79,Medium,93,793
431,21,hot,energy,0,42074,67,45,42,High,54,429
1517,35,hot,materials,0,236577,63,55,69,Medium,116,697
3173,83,moderate,materials,1,1008689,59,89,100,Low,325,1000
4963,51,moderate,water,2,1110327,36,100,65,Medium,999,653
2479,63,moderate,energy,0,526012,75,84,66,Low,82,667
2286,82,hot,materials,1,704464,65,65,99,Low,197,992
847,99,hot,water,1,317940,81,85,90,Low,120,900
1910,55,hot,energy,1,443572,70,59,82,Medium,111,828
1728,69,hot,water,0,426429,71,80,70,Medium,113,700
1792,40,hot,materials,0,322406,61,51,69,Medium,163,692
2409,90,moderate,water,2,811517,74,100,80,Low,135,803
759,48,hot,energy,0,148635,79,59,58,Medium,66,584
2056,43,hot,energy,0,395512,71,53,58,Medium,87,589
1365,74,hot,water,0,408436,79,84,70,Low,102,707
1067,81,hot,water,2,348572,73,95,79,Low,137,799
673,56,cold,energy,0,159020,82,72,58,Medium,71,580
1881,90,hot,water,1,680817,68,88,91,Low,193,914
1328,98,hot,water,2,585648,84,100,85,Low,127,851
2234,57,cold,materials,2,604249,53,82,79,Medium,882,799
2082,89,cold,energy,1,736438,74,88,88,Low,143,885
966,69,cold,water,2,319746,66,99,68,Low,198,683
302,23,cold,water,2,40330,50,83,48,Medium,2487,483
921,49,cold,materials,1,223501,58,70,81,Medium,279,819
692,42,moderate,energy,0,118771,84,76,54,Medium,49,546
4337,99,hot,water,2,1705501,52,100,82,Low,1557,822
1454,69,hot,materials,0,379959,73,69,79,Medium,112,796
923,55,hot,energy,2,234201,80,68,69,Medium,83,696
460,37,cold,materials,1,80041,52,61,78,Medium,795,786
1152,26,cold,materials,1,151934,52,65,78,Medium,600,780
2203,26,cold,materials,2,328554,51,73,74,Medium,1221,742
1379,68,moderate,energy,0,344550,85,84,71,Low,69,716
488,38,cold,energy,2,94721,66,68,56,Medium,121,569
1191,85,hot,energy,1,435937,87,72,88,Low,97,888
308,62,cold,energy,0,76329,81,72,58,Medium,79,580
1325,97,moderate,energy,1,427674,91,96,93,Low,77,939
2367,85,hot,water,2,809783,67,95,82,Low,191,826
1900,67,hot,materials,0,438721,73,64,87,Medium,98,870
360,48,moderate,energy,0,71537,85,81,54,Medium,56,543
1410,40,moderate,water,0,231017,70,90,57,Medium,79,574
1431,52,hot,materials,1,340589,64,59,92,Medium,168,925
1633,56,hot,water,1,361573,65,80,78,Medium,139,786
1234,58,hot,energy,2,329793,77,75,65,Medium,98,658
1000,65,moderate,materials,0,251626,85,81,80,Low,71,800
2310,21,moderate,water,2,273459,44,97,55,Medium,999,558
590,73,hot,materials,2,203312,81,77,88,Low,107,884
1816,51,moderate,water,0,342992,68,90,62,Medium,102,629
634,27,moderate,materials,0,78005,70,75,60,Medium,60,603
2165,50,hot,materials,1,521669,48,53,87,Medium,999,874
1184,70,hot,materials,0,288464,78,63,81,Medium,85,815
331,73,moderate,materials,1,93879,77,88,93,Low,101,938
992,62,moderate,water,0,202764,85,92,61,Low,57,616
1218,42,cold,energy,0,238850,72,60,57,Medium,86,576
908,24,cold,energy,2,127405,60,68,53,Medium,127,531
1382,80,cold,water,2,471297,74,100,75,Low,139,754
3528,20,hot,water,2,444476,33,74,52,High,999,521
403,22,moderate,water,1,39528,63,87,67,Medium,70,676
552,23,cold,materials,2,71110,51,75,65,Medium,867,658
1043,61,hot,water,2,300946,72,90,67,Low,126,678
1929,45,moderate,materials,2,418678,62,90,82,Low,175,820
2200,22,cold,water,0,238913,41,68,48,High,999,480
810,35,moderate,energy,0,113616,83,67,56,Medium,41,567
2483,54,cold,water,2,604848,50,96,67,Medium,3268,679
989,80,cold,materials,1,357939,68,82,98,Low,192,980
724,44,cold,water,1,146034,58,81,69,Medium,229,690
950,87,cold,water,2,374347,81,100,76,Low,125,760
1142,78,moderate,energy,2,349887,92,100,76,Low,71,767
1223,57,moderate,water,0,234287,76,100,61,Low,72,615
1217,79,hot,materials,2,431577,77,75,92,Low,127,929
429,70,moderate,energy,1,126174,87,84,73,Low,78,739
439,33,moderate,materials,2,65667,64,88,66,Medium,105,668
1466,40,moderate,water,1,241208,64,90,70,Low,110,707
1248,20,cold,water,1,129374,46,72,64,Medium,999,643
526,56,cold,energy,2,133452,76,82,62,Medium,97,622
728,58,hot,materials,0,170505,80,61,75,Medium,77,755
440,44,cold,water,1,88215,58,86,68,Medium,247,682
3667,36,hot,materials,0,593806,36,48,69,High,999,696
590,65,hot,water,1,150041,73,73,75,Medium,108,750
466,52,moderate,materials,0,89961,81,79,71,Low,61,712
590,32,moderate,materials,0,74106,67,71,60,Medium,69,604
765,76,hot,energy,0,221448,91,64,68,Medium,69,684
628,45,cold,water,0,117604,62,83,61,Medium,152,615
944,38,hot,water,1,163493,62,73,68,Medium,142,684
1223,82,moderate,water,0,327366,88,100,81,Low,69,811
1343,72,hot,water,2,411224,69,93,73,Low,155,736
319,55,cold,water,0,69276,66,86,63,Medium,130,633
457,26,moderate,water,1,52855,64,85,57,Medium,77,578
364,81,moderate,energy,2,128372,92,100,80,Low,83,807
1431,85,moderate,water,1,485980,78,100,90,Low,117,901
2274,65,hot,water,0,523039,66,80,67,Medium,138,675
1788,98,hot,materials,0,570659,84,76,94,Low,92,946
408,38,moderate,energy,1,72907,76,73,68,Medium,67,684
360,27,cold,energy,1,51042,59,60,65,Medium,144,654
540,80,hot,energy,0,168601,92,64,70,Low,72,709
867,95,hot,water,1,296738,85,93,86,Low,95,861
788,30,moderate,energy,2,115929,73,83,53,Medium,61,532
562,34,cold,materials,1,91665,50,64,80,Medium,1859,806
353,31,hot,water,2,59253,57,81,58,Medium,211,589
808,62,cold,water,1,227178,62,89,77,Low,220,771
575,98,moderate,materials,1,208463,81,98,100,Low,114,1000
664,21,moderate,materials,1,66470,57,71,77,Medium,125,771
375,29,moderate,energy,2,59832,77,86,54,Medium,57,545
1880,70,moderate,energy,2,572088,86,93,74,Low,82,741
1446,80,moderate,materials,0,392980,83,84,87,Low,80,875
468,62,hot,energy,1,116536,77,67,73,Medium,89,732
1064,37,cold,water,0,173734,61,74,60,Medium,138,607
2012,82,cold,materials,1,754095,66,80,100,Low,228,1000
529,38,cold,energy,0,84503,69,61,55,Medium,81,551
528,98,moderate,energy,2,214886,94,100,85,Low,91,854
569,86,hot,water,0,166327,85,89,69,Low,81,695
739,68,moderate,water,1,184487,79,100,82,Low,83,828
1054,76,cold,materials,1,370404,72,81,100,Low,153,1000
1429,87,cold,materials,1,556145,72,80,100,Low,173,1000
1260,64,moderate,energy,1,339799,80,92,80,Low,89,800
998,55,moderate,energy,2,251271,78,91,67,Low,88,676
360,49,cold,materials,1,82679,58,70,81,Medium,280,814
643,66,hot,energy,2,175579,87,83,71,Low,73,712
2066,80,cold,energy,1,680903,74,77,86,Low,133,861
1115,81,moderate,materials,2,370897,82,99,84,Low,102,840
1159,35,cold,energy,2,239175,63,76,63,Medium,152,636
1030,99,moderate,energy,1,409800,98,93,87,Low,82,879
1707,26,moderate,energy,2,244288,63,89,58,Medium,102,586
351,20,cold,water,1,39592,45,73,60,Medium,999,608
1245,62,hot,water,2,343449,69,88,71,Low,141,714
646,89,hot,energy,0,198814,96,67,74,Low,66,745
750,83,cold,energy,2,310763,85,92,74,Low,117,744
1023,61,cold,water,2,306820,66,100,69,Low,186,698
887,47,cold,water,0,175941,63,84,59,Medium,151,597
402,51,moderate,energy,2,85581,82,87,57,Low,65,570
451,52,hot,water,2,118784,69,86,63,Medium,136,633
1193,53,hot,energy,1,290821,76,65,76,Medium,93,769
884,73,hot,water,1,250807,66,85,82,Low,175,827
1875,46,moderate,water,2,393124,64,100,63,Low,149,637
2459,58,moderate,materials,2,682487,61,91,86,Low,231,864
4201,29,moderate,energy,1,610798,43,67,67,Medium,999,675
1221,65,moderate,materials,0,260942,81,83,84,Low,68,846
565,59,moderate,energy,1,147421,87,81,74,Low,70,746
992,47,moderate,energy,2,230749,81,88,61,Low,74,619
2075,43,hot,materials,1,377388,51,60,88,Medium,1059,881
955,76,hot,water,1,268264,82,80,81,Low,85,812
1072,60,cold,materials,1,289954,70,67,92,Low,134,921
490,65,cold,water,0,129432,72,83,69,Medium,119,696
2574,58,hot,energy,1,647841,62,67,78,Medium,195,788
960,83,moderate,energy,2,310269,97,100,75,Low,68,759
1500,50,hot,energy,1,348480,68,59,72,Medium,128,723
1088,78,cold,water,2,356341,74,100,74,Low,134,747
1609,74,cold,energy,0,458663,78,77,74,Low,100,741
1313,23,cold,materials,0,157972,53,58,65,Medium,371,655
774,67,hot,water,0,198180,76,76,65,Medium,98,655
1008,42,hot,energy,1,205878,67,55,67,Medium,113,679
1467,93,cold,energy,2,630996,83,95,84,Low,129,840
628,51,hot,materials,0,126702,70,61,70,Medium,99,706
898,78,cold,water,0,259707,73,100,71,Low,123,715
423,45,cold,materials,0,88106,65,66,71,Medium,136,710
1375,99,moderate,materials,0,477210,95,94,96,Low,76,969
306,77,hot,energy,1,88156,88,72,79,Low,74,791
861,85,cold,water,2,306494,69,100,74,Low,178,741
721,67,cold,energy,1,225588,76,77,79,Low,115,795
585,80,hot,water,0,161526,84,80,64,Low,80,640
1556,85,cold,water,0,489853,77,97,79,Low,116,793
458,21,hot,energy,1,49962,67,46,60,Medium,63,602
1032,62,moderate,energy,2,266193,88,95,63,Low,67,633
576,20,moderate,energy,1,58206,67,67,65,Medium,57,651
382,72,cold,materials,1,121012,70,80,94,Low,151,946
870,58,moderate,materials,1,187148,76,84,93,Low,79,938
911,27,moderate,energy,1,124580,73,75,64,Medium,57,643
608,86,hot,water,0,185988,81,85,72,Low,97,726
311,75,moderate,water,2,100502,79,100,70,Low,107,705
914,84,cold,energy,2,328383,83,91,74,Low,107,742
1160,85,cold,energy,0,386935,90,78,79,Low,81,799
1606,86,moderate,water,2,527260,75,100,84,Low,126,848
830,20,moderate,materials,0,77409,60,71,61,Medium,90,615
3605,71,moderate,water,1,948170,49,100,85,Low,999,851
620,70,cold,materials,2,215444,67,88,87,Low,198,877
1253,75,cold,water,2,475242,73,100,72,Low,160,729
843,64,moderate,materials,2,214350,80,87,83,Low,84,830
3989,70,cold,energy,2,1442415,54,84,70,Medium,824,707
722,75,moderate,materials,0,205487,82,86,84,Low,88,848
2289,56,moderate,energy,1,536384,73,81,77,Low,99,775
1137,24,moderate,water,2,131145,61,91,48,Medium,104,489
928,37,moderate,water,0,144420,69,84,57,Medium,81,577
463,25,hot,water,2,63649,57,75,48,Medium,178,487
1164,37,cold,materials,2,237130,54,76,75,Medium,485,750
322,44,cold,water,0,63244,57,78,55,Medium,246,557
4695,58,moderate,energy,2,1166013,49,94,67,Medium,999,670
2209,46,moderate,materials,1,409754,56,77,92,Low,303,929
1715,29,hot,materials,1,228408,45,55,82,Medium,999,822
3192,99,cold,water,2,1428758,60,100,86,Low,411,864
1764,74,moderate,water,2,517482,74,100,78,Low,117,781
1691,41,hot,energy,1,334032,62,60,78,Medium,162,781
3332,32,cold,energy,2,559543,42,72,57,Medium,999,576
606,20,moderate,energy,2,70635,71,78,54,Medium,54,549
1170,44,hot,materials,0,208164,66,53,68,Medium,109,689
943,59,moderate,water,0,186474,77,100,63,Low,73,632
1393,85,hot,materials,2,517283,79,76,96,Low,124,968
1441,40,hot,water,1,239792,55,69,70,Medium,323,708
1937,74,hot,water,1,593701,63,82,86,Low,235,861
524,66,cold,water,2,174182,78,99,69,Low,118,693
579,81,hot,energy,1,203523,87,71,84,Low,92,841
4836,49,moderate,water,1,1030892,30,94,76,Medium,999,761
1378,21,cold,energy,1,164085,51,63,62,Medium,1054,624
705,95,hot,materials,0,219831,88,71,89,Low,79,892
697,50,hot,water,0,137378,70,71,56,Medium,95,569
1075,69,moderate,energy,2,312637,90,94,73,Low,71,731
480,71,hot,materials,1,132643,67,65,97,Low,159,976
4793,85,cold,materials,2,2008663,37,94,99,Low,999,991
1430,88,moderate,water,1,488173,76,100,89,Low,126,891
1304,81,hot,materials,1,436822,74,71,100,Low,135,1000
2439,95,cold,materials,2,956174,68,95,100,Low,209,1000
1064,75,cold,materials,2,351946,69,88,84,Low,165,845
952,57,cold,water,0,217013,72,85,58,Medium,103,586
1283,65,moderate,water,1,314944,73,100,79,Low,106,796
1516,24,hot,materials,1,194715,52,57,77,Medium,539,778
430,71,moderate,water,1,130579,75,100,74,Low,119,740
559,71,hot,energy,0,159340,90,64,68,Medium,70,682
2210,52,moderate,materials,1,482498,60,82,94,Low,215,942
476,29,moderate,energy,1,61840,66,79,66,Medium,77,669
468,95,moderate,energy,0,144485,100,93,70,Low,61,708
305,94,hot,energy,0,104073,96,71,74,Low,73,744
952,77,moderate,energy,2,301359,98,100,75,Low,64,754
1350,43,cold,water,0,249189,62,77,59,Medium,142,593
1699,21,moderate,materials,2,184991,55,83,71,Medium,182,719
1283,52,hot,materials,0,273922,74,61,70,Medium,86,709
714,44,moderate,water,1,138816,57,95,71,Low,251,713
398,24,moderate,materials,2,52265,59,79,71,Medium,139,719
376,33,hot,materials,1,58369,57,55,75,Medium,199,758
389,64,hot,materials,1,101633,67,59,92,Medium,150,929
608,51,cold,energy,1,129293,67,70,73,Medium,119,736
794,78,moderate,water,0,202621,89,100,70,Low,65,704
1051,46,moderate,materials,0,182444,73,78,73,Low,73,734
323,36,hot,water,2,62540,60,83,56,Medium,181,566
2185,85,cold,energy,2,812346,73,94,81,Low,155,815
905,52,moderate,materials,2,196932,74,88,80,Low,87,804
1508,65,moderate,water,1,380424,65,100,83,Low,160,838
390,52,cold,energy,1,95121,74,72,69,Medium,101,695
515,41,moderate,materials,2,103065,67,93,76,Low,116,760
1029,40,moderate,materials,2,204818,70,90,75,Low,96,754
662,41,cold,water,0,121955,62,81,59,Medium,141,597
346,72,hot,water,0,89508,80,86,69,Low,85,697
1879,66,cold,water,0,518811,64,83,71,Medium,187,716
1629,75,moderate,materials,1,520117,76,89,96,Low,118,961
405,37,cold,materials,1,74305,56,69,78,Medium,265,786
1116,39,cold,materials,1,211531,56,69,88,Medium,299,889
1122,40,hot,water,2,229049,65,87,58,Medium,135,582
1398,93,cold,energy,1,487133,80,84,92,Low,113,928
1604,82,hot,water,1,512226,73,85,85,Low,135,850
310,92,cold,energy,2,133707,85,100,75,Low,121,751
1534,43,hot,water,1,301325,58,73,78,Medium,245,784
409,69,cold,energy,0,111776,86,74,62,Medium,74,625
413,32,hot,water,1,60032,55,74,63,Medium,275,630
1568,29,cold,energy,2,240561,58,69,61,Medium,174,617
1267,52,moderate,energy,0,230280,85,76,63,Low,50,631
955,51,cold,materials,0,182571,63,72,78,Medium,137,788
730,93,moderate,water,0,234304,90,100,78,Low,78,784
496,56,cold,energy,2,131650,76,89,63,Low,100,637
614,27,cold,water,0,71466,54,72,46,Medium,284,461
2271,76,cold,water,2,766967,59,100,79,Low,371,793
708,73,hot,materials,1,192661,72,61,90,Medium,120,901
1488,74,hot,materials,2,536871,73,82,97,Low,153,974
2087,38,hot,water,0,364858,58,72,59,Medium,216,595
1750,59,cold,energy,1,467775,64,78,84,Low,185,844
585,80,hot,materials,1,184555,82,71,98,Low,95,980
368,50,moderate,materials,0,67627,79,78,70,Low,62,707
1054,23,moderate,materials,1,111992,58,70,77,Medium,128,775
385,97,hot,water,2,153210,89,98,77,Low,101,771
1297,37,moderate,materials,0,193565,70,78,73,Medium,72,731
1240,37,cold,materials,0,211855,56,56,72,Medium,252,725
601,81,moderate,water,2,211155,83,100,75,Low,104,753
757,26,cold,materials,1,98119,50,58,78,Medium,20944,782
729,74,moderate,water,1,192703,83,100,85,Low,78,855
636,52,hot,materials,0,129380,68,61,72,Medium,107,722
826,73,hot,water,2,266492,78,86,67,Low,113,676
2305,63,moderate,materials,2,674821,67,91,87,Low,166,870
2417,64,hot,water,0,620693,58,75,66,Medium,287,666
1525,49,moderate,energy,0,305059,75,76,63,Medium,76,634
303,76,moderate,water,0,79562,82,99,74,Low,81,745
391,83,moderate,energy,0,105791,100,91,74,Low,54,744
568,86,cold,water,1,184330,76,99,85,Low,124,850
1173,72,cold,energy,1,372832,74,72,84,Low,132,846
423,63,cold,water,0,96100,75,86,66,Low,88,665
1841,67,hot,water,0,507692,66,85,71,Medium,168,712
793,33,cold,energy,1,118753,63,58,63,Medium,108,638
676,38,hot,energy,1,122194,66,57,73,Medium,108,735
347,54,hot,materials,2,82368,71,69,71,Medium,111,714
606,76,hot,water,0,181546,85,82,77,Low,84,777
1076,26,hot,energy,1,153720,65,51,61,Medium,90,612
438,59,moderate,energy,0,103985,89,76,63,Low,60,635
1758,85,hot,water,0,505279,76,87,80,Low,108,806
1060,58,cold,energy,0,268011,86,73,65,Medium,68,651
975,38,moderate,water,0,138273,71,93,54,Medium,67,549
2390,56,cold,materials,2,611129,50,87,83,Medium,2897,833
728,33,cold,energy,2,133902,75,71,61,Medium,72,610
2397,65,hot,water,0,532662,62,81,68,Medium,172,680
718,65,hot,materials,0,189082,83,66,82,Low,79,827
1201,38,hot,materials,2,211347,63,66,73,Medium,126,738
815,79,moderate,water,1,224015,79,100,86,Low,92,867
653,31,moderate,energy,2,96679,75,84,48,Medium,58,483
1735,71,hot,water,2,581571,69,91,75,Low,171,754
676,79,cold,energy,2,258231,83,90,76,Low,114,765
843,39,hot,water,0,135072,68,66,54,Medium,84,545
2418,36,hot,energy,0,396747,61,53,55,Medium,145,551
1873,32,moderate,water,2,312187,54,98,57,Medium,395,573
485,46,cold,materials,1,107153,59,70,86,Medium,224,867
1336,69,cold,materials,2,430354,70,88,86,Low,156,861
1105,27,moderate,water,0,134571,70,83,49,Medium,60,499
578,52,hot,water,0,128348,71,77,61,Medium,102,612
302,64,cold,energy,1,90359,77,79,81,Low,108,813
854,65,cold,water,0,199547,74,88,65,Low,96,652
455,34,hot,materials,0,65636,60,52,65,Medium,139,655
1380,42,moderate,energy,1,250169,69,76,76,Medium,93,764
659,23,hot,water,0,68144,64,68,46,Medium,69,468
468,85,hot,materials,2,158160,82,85,92,Low,102,921
568,21,moderate,materials,1,59789,58,73,72,Medium,124,729
988,30,moderate,energy,2,158694,71,80,55,Medium,74,551
1133,60,cold,water,0,270892,69,86,67,Medium,122,678
1174,59,hot,materials,2,314171,74,69,80,Medium,110,809
1473,28,cold,water,1,222821,45,78,71,Medium,999,715
1358,85,cold,water,2,533435,73,100,84,Low,170,845
1459,43,hot,energy,1,295642,65,59,64,Medium,129,645
2033,66,moderate,water,0,506985,73,98,70,Low,105,706
953,21,hot,water,0,102168,64,61,48,Medium,74,487
764,36,cold,materials,2,147053,54,73,77,Medium,431,776
1491,66,cold,water,1,447483,60,93,86,Low,279,867
1261,75,cold,energy,1,391718,79,83,90,Low,105,905
1744,21,cold,materials,2,213306,42,67,73,Medium,999,730
2298,38,hot,energy,1,370993,51,57,70,Medium,921,705
1387,60,moderate,materials,1,360624,65,84,95,Low,163,959
571,43,hot,water,1,109025,67,67,67,Medium,106,674
1440,25,cold,materials,1,188099,45,62,81,Medium,999,814
784,81,cold,materials,1,259285,74,81,95,Low,135,959
1269,30,hot,materials,1,169571,57,51,82,Medium,168,829
552,66,cold,energy,0,142261,81,75,66,Medium,81,663
1873,52,moderate,energy,0,391961,74,76,62,Medium,85,620
397,98,cold,water,0,147373,82,96,75,Low,115,756
2066,25,hot,water,2,293247,52,73,59,Medium,700,591
433,27,moderate,water,1,58102,61,84,66,Medium,113,665
740,89,moderate,water,1,246669,84,100,85,Low,96,857
1271,97,moderate,water,2,486811,86,100,82,Low,106,823
1658,25,moderate,materials,0,197107,60,66,67,Medium,113,675
874,65,cold,materials,1,227439,66,79,93,Low,154,939
1125,56,cold,water,1,269866,67,87,75,Low,136,752
1054,42,hot,water,0,181141,66,74,55,Medium,106,559
1040,61,cold,materials,0,260945,68,67,80,Medium,135,806
2443,43,cold,materials,1,451133,44,66,92,Medium,999,925
2134,33,hot,energy,0,286343,62,55,54,Medium,103,544
418,40,hot,water,2,85117,67,78,61,Medium,118,612
4877,63,hot,water,1,1310912,30,83,84,Medium,999,840
1124,28,hot,materials,1,143494,52,51,82,Medium,448,829
3186,76,cold,materials,0,843098,49,75,91,Medium,999,916
697,68,hot,materials,0,189980,81,62,84,Low,85,842
1461,71,cold,energy,1,462274,78,75,84,Low,110,847
1632,74,hot,materials,2,584075,73,77,91,Low,151,917
420,60,moderate,materials,1,99748,79,85,87,Low,81,879
887,60,hot,water,1,223976,68,77,76,Medium,136,763
456,55,hot,water,1,111292,67,82,74,Medium,136,742
684,82,hot,water,0,218026,90,85,75,Low,78,757
1556,70,cold,materials,2,516176,64,86,87,Low,224,878
442,73,cold,materials,2,151115,74,87,90,Low,139,909
1972,29,moderate,water,2,297320,54,95,56,Medium,329,566
715,40,cold,materials,1,138162,57,66,83,Medium,265,831
914,88,moderate,energy,2,303059,99,100,77,Low,66,776
1052,63,moderate,materials,2,270729,73,97,83,Low,107,831
623,38,moderate,energy,2,124191,74,88,56,Medium,82,565
